"Username","B","F","S","U"
"5789f5c6fa4465000113ecb2",54.7777777777778,64.7777777777778,59.1428571428571,15.695652173913
"58c1886c3977190001f53ec8",56.875,68,70.8333333333333,6.8
"59860c81d75d360001b0bd95",73.8181818181818,83.6875,80.125,19.6111111111111
"5ac69733a3ba7a0001b4b75b",47.2222222222222,53.3333333333333,51.6666666666667,9.1304347826087
"5b82e33f184f45000155f0ba",60.8125,57.5238095238095,69.9166666666667,0.210526315789474
"5bd60bf95f437a0001a2c6c6",53,56.6666666666667,56.25,39.6153846153846
"5bd752879f75f90001d1d2d4",92.3076923076923,87.5,90.9090909090909,16.6666666666667
"5be1c6db93cab6000123baf9",40.5882352941176,35,47.2727272727273,14.7619047619048
"5be8bde6598a35000108e15f",59.75,66.8181818181818,66.5625,37.4761904761905
"5c2b9ce5b337310001996c05",50.2777777777778,60,66.75,1.42857142857143
"5c3a7c75a882e900016ba262",82,87.1904761904762,81.8333333333333,28
"5c5cad3e4ee81200018eafe2",62.6470588235294,70,69.6190476190476,8.40909090909091
"5d470786da637a00014ba26f",39.6875,39.2307692307692,41.4285714285714,9.70588235294118
"5d6599014b0dbf0019537cb8",58.9285714285714,65.6818181818182,70.7894736842105,20.6
"5d86c09df681a1001a8dddc8",60.1428571428571,52,58.6842105263158,3.95
"5d9c8a8033801b00145a6803",68.1333333333333,66.5652173913043,72.3125,27.0384615384615
"5db0cfa9c2978c001923d74d",59.9565217391304,64.625,52.6842105263158,37.7857142857143
"5dbb1f4a55b86212a3d2ff9f",64.4615384615385,72.85,80.2173913043478,14.2083333333333
"5e201890d6b7e131dd2bb2dd",82,83.35,90.6,7.7
"5e7c24a595fdc12680699da8",69.55,49.5833333333333,63.0769230769231,4.8695652173913
"5e948aa20c949c2fff20eabf",78.9473684210526,87.5,90,0
"5ead5e32f32e3b3dd328e5ef",74.4705882352941,72.8333333333333,75.2,66.6086956521739
"5eb2695f1745801c7c919e35",32.2916666666667,48.5714285714286,51.6875,0.368421052631579
"5ebd3dae8c3ef3000b5b1b2d",58.3333333333333,60.0416666666667,63.8636363636364,22.5263157894737
"5ec6f09028a33512eebf7bf6",59.6666666666667,52.6470588235294,64.5238095238095,17.0952380952381
"5ed225b7b49d48185e9e56ae",44.45,44.304347826087,60.3157894736842,13.7777777777778
"5ed8162f9883863100f36190",75.7692307692308,72.6470588235294,79.7222222222222,39.9473684210526
"5ede2531cff15e047a4e356e",41.9444444444444,49.3684210526316,41.1818181818182,26.6315789473684
"5ee44df5a493ae14ce39c8de",69.1764705882353,77.9130434782609,70.3333333333333,13.8181818181818
"5ee65bebdde4ef3c586e6554",65.2631578947368,71.6363636363636,65.2941176470588,16.4545454545455
"5ee67cb8822fce3f8330af0f",72.2727272727273,75.5294117647059,86.6666666666667,16.5217391304348
"5eeede4c6ee5493a05b26967",39.7222222222222,50,53.4,6.95652173913043
"5ef695acd994c4392445cce9",55.8823529411765,74,75.6,13.8260869565217
"5efb2af24cee7804cac1249c",52.2307692307692,54.2666666666667,70.1764705882353,13.7727272727273
"5f0c33a605481902af533527",26.5714285714286,31.1,38.28,0.666666666666667
"5f0c7dcc324f8b0ca60380f6",82.3529411764706,66.6666666666667,77.2727272727273,0
"5f0f472c3d324f0d536ece57",60.75,61.4285714285714,67.8947368421053,22
"5f1052ee7e2e472c3723c782",54.0909090909091,66.5263157894737,72.8947368421053,26.3
"5f105e08aeef1d2db59c00ef@email.prolific.co",30.6,29.2083333333333,38.9523809523809,24.25
"5f112fca114b6a31c9698a4b",87.6470588235294,86.8,82.1052631578947,16.1578947368421
"w10015293_bnp",43.7272727272727,55.6666666666667,70.45,7.91304347826087
