Username,ID,Gender,Age,Education,Race,Fluent,AgeEnglish,Country,consent
asdfa,7ltx381qod,Male,22,"Some College, no degree",White,Yes,0,USA,on
asdfafaf,7lg2mfmarl,Male,22,"Some High School",Other/unknown,Yes,0,asdfasdf,on
asdawef,lqhlse5urv,Male,22,"High School Graduate",White,Yes,0,asdfa,on
LJJADF,mig7mquj2x,Male,22,"High School Graduate",Black,Yes,0,DZXCV,on
aedfadf,vf6fdo4euf,Male,22,"High School Graduate",White,Yes,0,adsfaf,on
adfasdf,m5x293wga9,Male,22,"High School Graduate",White,Yes,0,adfa,on
adsfa,goekw50nsh,Male,22,"Some College, no degree",Black,Yes,0,asefa,on
qwesadf,aovq5kti51,Male,33,"Some College, no degree",White,Yes,5,asdf,on
asda,xqeefz2cnl,Male,22,"High School Graduate",White,Yes,0,asd,on
adfaf,lhj23578gh,Male,22,"High School Graduate",Black,Yes,0,aera,on
adfafaesdf,hg62rq0vd3,Male,22,"Some College, no degree",Black,Yes,0,asdfa,on
ADFADF,zvsi9zuacd,Male,22,"High School Graduate","Asian/Pacific Islander",Yes,0,ASDFAF,on
AAFA,8ye1prnr0r,Male,22,"Some College, no degree","Asian/Pacific Islander",Yes,0,0,on
asdfadf,avhntgqhji,Male,22,"High School Graduate","Asian/Pacific Islander",Yes,0,0,on
sdasfd,yf1wlwsui5,Male,34,"Associates degree","American Indian/Alaskan Native",Yes,0,adf,on
asdfadf,znhi1840ad,Male,22,"Associates degree",Black,Yes,0,adf,on
