Username,ID,Gender,Age,Education,Race,Fluent,AgeEnglish,Country,consent
adsfadf,zpwonmtjq9,Male,20,High School Graduate,Other/unknown,Yes,0,0,on
5db0cfa9c2978c001923d74d,1xwvriyfd8,Male,23,"Some College, no degree",White,Yes,0,UK,on
5d9c8a8033801b00145a6803,6w2h5i431x,Female,44,"Some College, no degree",White,Yes,0,UK,on
5e76844d23f40e1f98ebbc1b,hwy3eyxgo8,Male,18,Some High School,White,Yes,1,United Kingdom ,on
5ef695acd994c4392445cce9,oavpyk7f2p,Female,18,High School Graduate,Other/unknown,Yes,0,United Kingdom,on
5ed5230c05bbbb07f62be62b,cwxk4idy7c,Female,19,"Some College, no degree",White,Yes,0,United Kingdom,on
5ea4409abe6bbd2724455893,vx02k39d2m,Male,85,High School Graduate,White,Yes,5,United Kingdom,on
5e9084139da60e38c68353a4,c6sbyeidgr,Male,35,"Some College, no degree",White,Yes,0,United Kingdom,on
5ede2531cff15e047a4e356e,y2pbnap30k,Male,34,"Some College, no degree",White,Yes,1,United Kingdom,on
5f105e08aeef1d2db59c00ef@email.prolific.co,kx8aq57rf2,Female,52,Some High School,White,Yes,0,England,on
5eeede4c6ee5493a05b26967,5dhd0nm6hz,Male,20,"Some College, no degree",White,Yes,0,Canada,on
5dc9b65b4faf956dcf7676ab,h5zn940js3,Female,21,Bachelors degree,White,Yes,0,Scotland,on
5eeede4c6ee5493a05b26967,5dhd0nm6hz,Male,20,"Some College, no degree",White,Yes,0,Canada,on
5dc9b65b4faf956dcf7676ab,h5zn940js3,Female,21,Bachelors degree,White,Yes,0,Scotland,on
5eb47a217761382d66d1fe63,ryy0ax75o7,Male,25,"Some College, no degree",White,Yes,0,United Kingdom,on
5ecb75a89b41896d3d07e48c,3be1l7wloz,Female,25,High School Graduate,White,Yes,0,United Kingdom,on
5ee807bcb0bcec10052d2d34,5eb078zmnx,Female,22,"Some College, no degree",White,Yes,0,Uk,on
5e696e180ba48122e27af04e,rbj3xjnfu6,Female,20,High School Graduate,White,Yes,0,UK,on
5ac69733a3ba7a0001b4b75b,5zepjw7uoq,Female,27,"Some College, no degree",Other/unknown,Yes,0,Canada,on
59525333ab3b160001b92119,i1ok1k9p1i,Female,26,Associates degree,White,Yes,0,Scotland ,on
5d6599014b0dbf0019537cb8,h9smzzbumq,Female,55,High School Graduate,White,Yes,0,United Kingdom ,on
5c3a7c75a882e900016ba262,dp7241glv5,Female,19,"Some College, no degree",Black,Yes,0,saint lucia ,on
5f06796a24cff61c7b0d0150,uryjqz3cnv,Male,18,"Some College, no degree",Black,Yes,0,England ,on
5f0c58da8bf3693fc34dc260,6a8vdqo7rt,Female,23,"Some College, no degree",White,Yes,0,Scotland,on
5f0b14b1938b1e3f7163a926,h4e2o6kk9o,Female,20,High School Graduate,Asian/Pacific Islander,Yes,2,United Kingdom,on
5c816d8e5497fe0001a64c65,j2nedkgf9r,Female,19,High School Graduate,White,Yes,0,United Kingdom,on
5efb2af24cee7804cac1249c,t8od6043da,Male,22,Associates degree,White,Yes,0,United Kingdom,on
5be8bde6598a35000108e15f,6hehjxz0wm,Female,20,"Some College, no degree",White,Yes,0,England,on
5e201890d6b7e131dd2bb2dd,eo1awsrj9j,Female,18,"Some College, no degree",White,Yes,0,United Kingdom,on
5e65408fdf313c2bcfa6e24f,m54ea6n569,Female,20,Bachelors degree,Black,Yes,0,uk,on
5ee5bbc0eb4694307f425eee,6tgx647nme,Female,19,High School Graduate,Asian/Pacific Islander,Yes,0,USA,on
5e7c24a595fdc12680699da8,hjoqb0kesr,Female,67,High School Graduate,White,Yes,0,canada,on
5bd60bf95f437a0001a2c6c6,jjfef1y7ej,Female,26,"Some College, no degree",White,Yes,0,England,on
5ebe9d0f9dd29e05b0967112,xaep180c5i,Male,19,High School Graduate,Asian/Pacific Islander,Yes,2,England,on
5f0c33a605481902af533527,dlw5z69jdn,Female,19,High School Graduate,White,Yes,0,England,on
5ee65bebdde4ef3c586e6554,q1vx70sf0i,Female,21,High School Graduate,White,Yes,0,UK,on
5ebd3dae8c3ef3000b5b1b2d,x698dgwzen,Female,18,High School Graduate,Other/unknown,Yes,0,england,on
5f09ae1800d387244cd6a16f,ya7z4aofhi,Female,29,High School Graduate,White,Yes,0,Ireland,on
5ef5247a50dc6b18130d27d0,yt4njwpbl0,Female,51,"Some College, no degree",White,Yes,0,United Kingdom,on
5c3d48955fd1050001a99364,spco3rlci3,Female,30,"Some College, no degree",White,Yes,0,England,on
5986ce0eb78fa90001adf2f2,6azx2gjy1b,Male,55,High School Graduate,White,Yes,0,England,on
5f0c7dcc324f8b0ca60380f6,e4vf3zoxs6,Female,36,"Some College, no degree",White,Yes,0,England,on
58c1886c3977190001f53ec8,iz60bxpv1h,Female,48,"Some College, no degree",White,Yes,0,United Kingdom,on
5f0f472c3d324f0d536ece57,l6dux93o5i,Male,20,Bachelors degree,White,Yes,0,United Kingdom,on
5de8695380e0fc7e7ac9f271,2y44mpm192,Female,19,"Some College, no degree",White,Yes,0,Canada,on
5f021571f119a138b3f33aab,rv9kom9hd1,Male,21,"Some College, no degree",White,Yes,0,England,on
5f020ec1ed31d238e2a1eb2c,z458yok97b,Male,53,High School Graduate,White,Yes,0,United Kingdom,on
5dc2d1940550ef1eadce6d9e,v9u0v05nmz,Male,62,High School Graduate,White,Yes,0,ENGLAND,on
5ead5e32f32e3b3dd328e5ef,7chamt4gwj,Male,18,High School Graduate,Asian/Pacific Islander,Yes,8,United Kingdom,on
5ee44df5a493ae14ce39c8de,899qqfz9ym,Male,19,High School Graduate,Asian/Pacific Islander,Yes,0,United Kingdom,on
5ebc466264fea60774387e75,zkhrrkikyc,Male,24,"Some College, no degree",Black,Yes,0,United Kingdom,on
5c5172fadaaeba00011f64de,9je4ppo2ac,Male,18,High School Graduate,Asian/Pacific Islander,Yes,0,America,on
5efc,9imjui495q,Male,53,"Some College, no degree",White,Yes,7,United Kingdom,on
5d138b1707a97100156c2ace,kdo9fj1viu,Female,30,"Some College, no degree",White,Yes,0,New Zealand,on
5ea7451cdb7f8b111a26e85c,y2hb75a7qk,Male,18,High School Graduate,White,Yes,0,United States,on
5bec9bbad8644a000116819b,ndqs8t3pbi,Female,19,"Some College, no degree",White,Yes,0,United Kingdom,on
5789f5c6fa4465000113ecb2,gfq8jq2juq,Female,31,"Some College, no degree",White,Yes,0,United Kingdom,on
5d86c09df681a1001a8dddc8,emh2z93a0i,Male,34,"Some College, no degree",White,Yes,0,Canada,on
5ec6f09028a33512eebf7bf6,45t75z44ad,Male,18,High School Graduate,Other/unknown,Yes,0,UK,on
5dbb1f4a55b86212a3d2ff9f,20h5pcvkzp,Female,26,"Some College, no degree",White,Yes,0,England,on
5f045318065b0a04830ba148,3zm1gflqc4,Female,21,"Some College, no degree",White,Yes,0,United Kingdom,on
5ee3f65ce16fa50e478c729e,kwkcbs9n6k,Female,19,"Some College, no degree",White,Yes,0,England,on
5d9e05d8da73d00017ba31b5,w62o4v94kd,Female,21,"Some College, no degree",Asian/Pacific Islander,Yes,4,United Kingdom,on
5ed225b7b49d48185e9e56ae,5qdx7b7ktk,Female,22,"Some College, no degree",White,Yes,0,England,on
5d3df88c6a5b1e0001a91d8d,9dhqqc4gtr,Female,19,High School Graduate,Black,Yes,0,United Kingdom,on
5dcd935ebc9b97000b9d506d,3buwlxbunv,Female,20,High School Graduate,White,Yes,0,United Kingdom,on
5eb2695f1745801c7c919e35,raft2ep8re,Female,63,"Some College, no degree",White,Yes,0,england,on
5be1c6db93cab6000123baf9,7j16lg54ru,Male,65,High School Graduate,White,Yes,0,United Kingdom,on
5bd752879f75f90001d1d2d4,eh45c6pxxe,Female,67,"Some College, no degree",White,Yes,0,Scotland,on
5f10c8dee777933f01f3d3d6,nucaqae3mi,Male,32,"Some College, no degree",White,Yes,0,England,on
5ae888d8b7798500019254e1,54ryqpniyi,Male,21,Bachelors degree,White,Yes,0,UK,on
5b82e33f184f45000155f0ba,605becpood,Male,33,High School Graduate,White,Yes,0,England,on
5ed8162f9883863100f36190,6vgjvpguhw,Male,18,High School Graduate,White,Yes,0,United Kingdom,on
59860c81d75d360001b0bd95,rmtb5egn5h,Female,73,High School Graduate,White,Yes,0,united kingdom,on
5e283f576dbb560114ac7714,h96zozg6x9,Male,40,High School Graduate,White,Yes,0,United Kingdom,on
5ea8872b844c430f7d2be8b5,fhx1af9jcv,Female,19,"Some College, no degree",White,Yes,0,UK,on
5ae888d8b7798500019254e1,8wcbsfhkzv,Male,21,Bachelors degree,White,Yes,0,UK,on
5ebecd97d1e98a2798ef8c10,isu9oosonf,Female,22,"Some College, no degree",White,Yes,0,United Kingdom,on
5eff3dd10265064a3cf565d0,myrqe4yz7f,Female,24,"Some College, no degree",Asian/Pacific Islander,Yes,0,United Kingdom,on
5f1052ee7e2e472c3723c782,ywwm7wu6rl,Female,19,High School Graduate,White,Yes,0,United Kingdom ,on
5f112fca114b6a31c9698a4b,lzie4uflec,Female,21,High School Graduate,Black,Yes,0,Texas,on
5ebd841ddea21b08a0aa3057,afkuz5sf15,Female,20,High School Graduate,Asian/Pacific Islander,Yes,3,Canada,on
5e948aa20c949c2fff20eabf,41onbatvos,Male,19,High School Graduate,White,Yes,0,Ireland,on
5ee67cb8822fce3f8330af0f,qehhri9tnl,Female,20,"Some College, no degree",White,Yes,0,Canada,on
5e8fe6a309881f2ee83521f5,9nqtibqmcj,Female,19,Associates degree,Other/unknown,Yes,0,Canada,on
5f0c69835a4ca35d753f8760,168cq8j6gn,Female,18,High School Graduate,White,Yes,0,United Kingdom,on
5c338c7e2714e400013de136,kxyiit6cxo,Female,20,"Some College, no degree",White,Yes,0,United Kingdom,on
5b2bde29bf7e930001282058,yjnanmiqvc,Male,63,Some High School,White,Yes,0,United Kingdom,on
5ecc0ae50cf6970c228a6bd6,sebbzaozcu,Male,18,High School Graduate,Asian/Pacific Islander,Yes,0,Canada,on
5d470786da637a00014ba26f,ycisiofeeo,Male,34,High School Graduate,Other/unknown,Yes,0,England,on
5c2b9ce5b337310001996c05,c5o1s0q2dp,Male,33,High School Graduate,White,Yes,0,Canada,on
5c5cad3e4ee81200018eafe2,ume89pywm0,Female,69,High School Graduate,White,Yes,0,United Kingdom,on
5ee96e3da75e4919e8822d0c,x49klav598,Male,18,"Some College, no degree",White,Yes,0,United Kingdom,on
5f0285dc9ae0b911b5f97dfe,j5w02i9jrk,Male,18,High School Graduate,Asian/Pacific Islander,Yes,0,Canada,on
5eea5a5e2c46ed13843a4586,de8u30eepk,Male,23,"Some College, no degree",White,Yes,0,United Kingdom,on
5ea858b22dc090093dfb8c74,ooq94jm4ri,Female,21,"Some College, no degree",White,Yes,0,England,on
5f10bf592f7b753d422aa7db,la6alk9aos,Female,18,High School Graduate,White,Yes,0,Scotland,on
5eefef64a33a984e9141a498,zt5nsbbrbo,Female,18,High School Graduate,White,Yes,0,England,on
5a031341728b1b0001ad8bee,ua9nsnnt81,Female,28,"Some College, no degree",White,Yes,0,United Kingdom,on
5efe44bebdee09152fe08acc,bvzmx05fuk,Male,31,"Some College, no degree",White,Yes,0,USA,on
5dfeb647c0b81fb457299d05,1vapy4epr6,Female,20,"Some College, no degree",Asian/Pacific Islander,Yes,0,England,on
5f0358740810225465e192ec,sfl56vn8y7,Male,18,"Some College, no degree",White,Yes,0,United Kingdom,on
tmo,bn4cf46656,Male,21,Some High School,Asian/Pacific Islander,Yes,0,us,on
agd,aiikqfiod7,Male,23,Bachelors degree,American Indian/Alaskan Native,Yes,3,United States,on
tmp,r8o5414vw9,Male,22,"Some College, no degree",White,Yes,0,USA,on
ukj,ljk38y39mf,Male,21,High School Graduate,American Indian/Alaskan Native,Yes,0,us,on
kjh,k2l8tuvpzq,Male,43,Bachelors degree,White,Yes,0,United States,on
ojk,5sf3n97c3x,Male,21,"Some College, no degree",Asian/Pacific Islander,Yes,22,United States,on
kjn,ks3v1fbrpe,Male,54,High School Graduate,Asian/Pacific Islander,Yes,0,United States,on
