Item,Trial Type,Max Time,Min Time,Text,Procedure Notes,Shuffle
0,Instruct,-,5,"In this section, you will be presented with a series of word pairs.",Initial_Instruct,Instruct1
0,Instruct,-,10,"As you study, you will be asked to rate your ability to remember the second item in the pair if you were only shown the first at test. You will make these ratings using a 0 to 100 Scale.",,Instruct13
0,Instruct,-,10,"For  example, if you are given the pair CAT - DOG, a rating of 0 indicates that you would not remember DOG at test, while a rating of 100 indicates full certainty that you would remember the word DOG at test.",,Instruct14
0,Instruct,-,10,"When making your ratings, it is criticial that you use the full range of the scale. You will be disqualified for only giving ratings of 0 or 100! After making your rating, press Enter to advance to the next pair.",,Instruct15
0,Instruct,User,-,You will now begin the study. Press Enter when you are ready to begin.,,Instruct16
2,JOL_Small,User,-,,Study/JOL,BUFFER
3,JOL_Small,User,-,,Study/JOL,BUFFER
4,JOL_Small,User,-,,Study/JOL,BUFFER
5,JOL_Large,User,-,,Study/JOL,BUFFER
6,JOL_Large,User,-,,Study/JOL,BUFFER
7,JOL_Large,User,-,,Study/JOL,Study Phase
8,JOL_Large,User,-,,Study/JOL,Study Phase
9,JOL_Large,User,-,,Study/JOL,Study Phase
10,JOL_Large,User,-,,Study/JOL,Study Phase
11,JOL_Large,User,-,,Study/JOL,Study Phase
12,JOL_Large,User,-,,Study/JOL,Study Phase
13,JOL_Large,User,-,,Study/JOL,Study Phase
14,JOL_Large,User,-,,Study/JOL,Study Phase
15,JOL_Large,User,-,,Study/JOL,Study Phase
16,JOL_Large,User,-,,Study/JOL,Study Phase
17,JOL_Large,User,-,,Study/JOL,Study Phase
18,JOL_Large,User,-,,Study/JOL,Study Phase
19,JOL_Large,User,-,,Study/JOL,Study Phase
20,JOL_Large,User,-,,Study/JOL,Study Phase
21,JOL_Large,User,-,,Study/JOL,Study Phase
22,JOL_Large,User,-,,Study/JOL,Study Phase
23,JOL_Large,User,-,,Study/JOL,Study Phase
24,JOL_Large,User,-,,Study/JOL,Study Phase
25,JOL_Large,User,-,,Study/JOL,Study Phase
26,JOL_Large,User,-,,Study/JOL,Study Phase
27,JOL_Large,User,-,,Study/JOL,Study Phase
28,JOL_Large,User,-,,Study/JOL,Study Phase
29,JOL_Large,User,-,,Study/JOL,Study Phase
30,JOL_Large,User,-,,Study/JOL,Study Phase
31,JOL_Large,User,-,,Study/JOL,Study Phase
32,JOL_Large,User,-,,Study/JOL,Study Phase
33,JOL_Large,User,-,,Study/JOL,Study Phase
34,JOL_Large,User,-,,Study/JOL,Study Phase
35,JOL_Large,User,-,,Study/JOL,Study Phase
36,JOL_Large,User,-,,Study/JOL,Study Phase
37,JOL_Large,User,-,,Study/JOL,Study Phase
38,JOL_Large,User,-,,Study/JOL,Study Phase
39,JOL_Large,User,-,,Study/JOL,Study Phase
40,JOL_Large,User,-,,Study/JOL,Study Phase
41,JOL_Large,User,-,,Study/JOL,Study Phase
42,JOL_Large,User,-,,Study/JOL,Study Phase
43,JOL_Large,User,-,,Study/JOL,Study Phase
44,JOL_Large,User,-,,Study/JOL,Study Phase
45,JOL_Large,User,-,,Study/JOL,Study Phase
46,JOL_Large,User,-,,Study/JOL,Study Phase
47,JOL_Small,User,-,,Study/JOL,Study Phase
48,JOL_Small,User,-,,Study/JOL,Study Phase
49,JOL_Small,User,-,,Study/JOL,Study Phase
50,JOL_Small,User,-,,Study/JOL,Study Phase
51,JOL_Small,User,-,,Study/JOL,Study Phase
52,JOL_Small,User,-,,Study/JOL,Study Phase
53,JOL_Small,User,-,,Study/JOL,Study Phase
54,JOL_Small,User,-,,Study/JOL,Study Phase
55,JOL_Small,User,-,,Study/JOL,Study Phase
56,JOL_Small,User,-,,Study/JOL,Study Phase
57,JOL_Small,User,-,,Study/JOL,Study Phase
58,JOL_Small,User,-,,Study/JOL,Study Phase
59,JOL_Small,User,-,,Study/JOL,Study Phase
60,JOL_Small,User,-,,Study/JOL,Study Phase
61,JOL_Small,User,-,,Study/JOL,Study Phase
62,JOL_Small,User,-,,Study/JOL,Study Phase
63,JOL_Small,User,-,,Study/JOL,Study Phase
64,JOL_Small,User,-,,Study/JOL,Study Phase
65,JOL_Small,User,-,,Study/JOL,Study Phase
66,JOL_Small,User,-,,Study/JOL,Study Phase
67,JOL_Small,User,-,,Study/JOL,Study Phase
68,JOL_Small,User,-,,Study/JOL,Study Phase
69,JOL_Small,User,-,,Study/JOL,Study Phase
70,JOL_Small,User,-,,Study/JOL,Study Phase
71,JOL_Small,User,-,,Study/JOL,Study Phase
72,JOL_Small,User,-,,Study/JOL,Study Phase
73,JOL_Small,User,-,,Study/JOL,Study Phase
74,JOL_Small,User,-,,Study/JOL,Study Phase
75,JOL_Small,User,-,,Study/JOL,Study Phase
76,JOL_Small,User,-,,Study/JOL,Study Phase
77,JOL_Small,User,-,,Study/JOL,Study Phase
78,JOL_Small,User,-,,Study/JOL,Study Phase
79,JOL_Small,User,-,,Study/JOL,Study Phase
80,JOL_Small,User,-,,Study/JOL,Study Phase
81,JOL_Small,User,-,,Study/JOL,Study Phase
82,JOL_Small,User,-,,Study/JOL,Study Phase
83,JOL_Small,User,-,,Study/JOL,Study Phase
84,JOL_Small,User,-,,Study/JOL,Study Phase
85,JOL_Small,User,-,,Study/JOL,Study Phase
86,JOL_Small,User,-,,Study/JOL,Study Phase
87,JOL_Large,User,-,,Study/JOL,BUFFER2
88,JOL_Large,User,-,,Study/JOL,BUFFER2
89,JOL_Small,User,-,,Study/JOL,BUFFER2
90,JOL_Small,User,-,,Study/JOL,BUFFER2
91,JOL_Large,User,-,,Study/JOL,BUFFER2
0,Instruct,User,-,You have completed this section. Please press Enter.,Filler_Instruction,Instruct2
0,FreeRecall,120,120,Please list the 50 US states in alphabetical order. The task will automatically advance to the next screen after two minutes.,,Filler1
0,Instruct,-,10,"You will now be presented with the first word from each of the previously studied item pairs. Please type the missing word. If you do not know the word, you may guess or press Enter to skip forward to the next pair.",,Instruct3
7,Test,User,-,,Recall,Recall1
8,Test,User,-,,Recall,Recall1
9,Test,User,-,,Recall,Recall1
10,Test,User,-,,Recall,Recall1
11,Test,User,-,,Recall,Recall1
12,Test,User,-,,Recall,Recall1
13,Test,User,-,,Recall,Recall1
14,Test,User,-,,Recall,Recall1
15,Test,User,-,,Recall,Recall1
16,Test,User,-,,Recall,Recall1
17,Test,User,-,,Recall,Recall1
18,Test,User,-,,Recall,Recall1
19,Test,User,-,,Recall,Recall1
20,Test,User,-,,Recall,Recall1
21,Test,User,-,,Recall,Recall1
22,Test,User,-,,Recall,Recall1
23,Test,User,-,,Recall,Recall1
24,Test,User,-,,Recall,Recall1
25,Test,User,-,,Recall,Recall1
26,Test,User,-,,Recall,Recall1
27,Test,User,-,,Recall,Recall1
28,Test,User,-,,Recall,Recall1
29,Test,User,-,,Recall,Recall1
30,Test,User,-,,Recall,Recall1
31,Test,User,-,,Recall,Recall1
32,Test,User,-,,Recall,Recall1
33,Test,User,-,,Recall,Recall1
34,Test,User,-,,Recall,Recall1
35,Test,User,-,,Recall,Recall1
36,Test,User,-,,Recall,Recall1
37,Test,User,-,,Recall,Recall1
38,Test,User,-,,Recall,Recall1
39,Test,User,-,,Recall,Recall1
40,Test,User,-,,Recall,Recall1
41,Test,User,-,,Recall,Recall1
42,Test,User,-,,Recall,Recall1
43,Test,User,-,,Recall,Recall1
44,Test,User,-,,Recall,Recall1
45,Test,User,-,,Recall,Recall1
46,Test,User,-,,Recall,Recall1
47,Test,User,-,,Recall,Recall1
48,Test,User,-,,Recall,Recall1
49,Test,User,-,,Recall,Recall1
50,Test,User,-,,Recall,Recall1
51,Test,User,-,,Recall,Recall1
52,Test,User,-,,Recall,Recall1
53,Test,User,-,,Recall,Recall1
54,Test,User,-,,Recall,Recall1
55,Test,User,-,,Recall,Recall1
56,Test,User,-,,Recall,Recall1
