"Username","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Stimuli.Stimuli.Notes","JOL.RT","Response.JOL","Response.RT.1","Response.Response","Response.Accuracy","Recall_Score"
"59462a6538e39c0001280168",5,"JOL Version A","ALLOW","TUCK","Study1","U",1856,0,1585,"",0,0
"5aeabf2c15a9c300011acbc3",5,"JOL Version A","ALLOW","TUCK","Study1","U",2731,5,2359,"disallow",0,0
"5b8aead9bfaebb0001e18e24",5,"JOL Version A","ALLOW","TUCK","Study1","U",2925,5,4815,"",0,0
"5cbc19c1ff41f900131b8297",5,"JOL Version A","ALLOW","TUCK","Study1","U",1784,50,3370,"deny",0,0
"5d41caffac956a00012ae959",5,"JOL Version A","ALLOW","TUCK","Study1","U",8029,10,3195,"let",28.571428571429,0
"5d74125de8351c0001f3fb28",5,"JOL Version A","ALLOW","TUCK","Study1","U",3092,1,1869,"let",28.571428571429,0
"5e948a0f1d2e517dbae5c1ed",5,"JOL Version A","ALLOW","TUCK","Study1","U",4270,40,1436,"let",28.571428571429,0
"5ecd74f6c4e70b0df895c03e",5,"JOL Version A","ALLOW","TUCK","Study1","U",10715,2,3862,"",0,0
"5ee3f8e4f8b4750deab84dc3",5,"JOL Version A","ALLOW","TUCK","Study1","U",4087,50,4805,"",0,0
"5ef9ea32170fdf79d44818dc",5,"JOL Version A","ALLOW","TUCK","Study1","U",2493,0,150439,"ENTER",22.222222222222,0
"59462a6538e39c0001280168",5,"JOL Version A","ARCHITECTURE","DESIGN","Study1","S",3123,30,2002,"DESIGN",100,100
"5aeabf2c15a9c300011acbc3",5,"JOL Version A","ARCHITECTURE","DESIGN","Study1","S",2590,30,3036,"building",28.571428571429,0
"5b8aead9bfaebb0001e18e24",5,"JOL Version A","ARCHITECTURE","DESIGN","Study1","S",2548,90,2899,"Design",100,100
"5cbc19c1ff41f900131b8297",5,"JOL Version A","ARCHITECTURE","DESIGN","Study1","S",2419,50,3273,"design",100,100
"5d41caffac956a00012ae959",5,"JOL Version A","ARCHITECTURE","DESIGN","Study1","S",4471,75,3105,"design",100,100
"5d74125de8351c0001f3fb28",5,"JOL Version A","ARCHITECTURE","DESIGN","Study1","S",4556,15,3847,"building",28.571428571429,0
"5e948a0f1d2e517dbae5c1ed",5,"JOL Version A","ARCHITECTURE","DESIGN","Study1","S",2190,80,2203,"art",0,0
"5ecd74f6c4e70b0df895c03e",5,"JOL Version A","ARCHITECTURE","DESIGN","Study1","S",5701,56,9774,"agriculture",11.764705882353,0
"5ee3f8e4f8b4750deab84dc3",5,"JOL Version A","ARCHITECTURE","DESIGN","Study1","S",2654,80,4419,"design",100,100
"5ef9ea32170fdf79d44818dc",5,"JOL Version A","ARCHITECTURE","DESIGN","Study1","S",3401,85,13666,"DESIGN",100,100
"59462a6538e39c0001280168",5,"JOL Version A","ART","LION","Study1","U",5396,0,1151,"",0,0
"5aeabf2c15a9c300011acbc3",5,"JOL Version A","ART","LION","Study1","U",2523,15,1845,"lion",100,100
"5b8aead9bfaebb0001e18e24",5,"JOL Version A","ART","LION","Study1","U",3351,10,1386,"",0,0
"5cbc19c1ff41f900131b8297",5,"JOL Version A","ART","LION","Study1","U",3281,60,2201,"design",40,0
"5d41caffac956a00012ae959",5,"JOL Version A","ART","LION","Study1","U",8200,45,4071,"lion",100,100
"5d74125de8351c0001f3fb28",5,"JOL Version A","ART","LION","Study1","U",3346,5,4263,"museum",0,0
"5e948a0f1d2e517dbae5c1ed",5,"JOL Version A","ART","LION","Study1","U",2143,21,2111,"lion",100,100
"5ecd74f6c4e70b0df895c03e",5,"JOL Version A","ART","LION","Study1","U",6406,39,21599,"artisitic",15.384615384615,0
"5ee3f8e4f8b4750deab84dc3",5,"JOL Version A","ART","LION","Study1","U",3300,40,5925,"",0,0
"5ef9ea32170fdf79d44818dc",5,"JOL Version A","ART","LION","Study1","U",2140,0,2624,"PAINT",44.444444444444,0
"59462a6538e39c0001280168",5,"JOL Version A","ARTERY","BRONZE","Study1","U",2691,0,806,"",0,0
"5aeabf2c15a9c300011acbc3",5,"JOL Version A","ARTERY","BRONZE","Study1","U",2087,3,4537,"vain",20,0
"5b8aead9bfaebb0001e18e24",5,"JOL Version A","ARTERY","BRONZE","Study1","U",3251,5,2824,"Blood",36.363636363636,0
"5cbc19c1ff41f900131b8297",5,"JOL Version A","ARTERY","BRONZE","Study1","U",1755,60,1992,"vien",20,0
"5d41caffac956a00012ae959",5,"JOL Version A","ARTERY","BRONZE","Study1","U",9516,5,7122,"vein",20,0
"5d74125de8351c0001f3fb28",5,"JOL Version A","ARTERY","BRONZE","Study1","U",2512,1,4583,"heart",18.181818181818,0
"5e948a0f1d2e517dbae5c1ed",5,"JOL Version A","ARTERY","BRONZE","Study1","U",2135,31,3006,"blood",36.363636363636,0
"5ecd74f6c4e70b0df895c03e",5,"JOL Version A","ARTERY","BRONZE","Study1","U",7079,1,2973,"liver",18.181818181818,0
"5ee3f8e4f8b4750deab84dc3",5,"JOL Version A","ARTERY","BRONZE","Study1","U",2652,40,11520,"word I didn't know",16.666666666667,0
"5ef9ea32170fdf79d44818dc",5,"JOL Version A","ARTERY","BRONZE","Study1","U",2884,5,2921,"VEIN",20,0
"59462a6538e39c0001280168",5,"JOL Version A","BABY","CHILD","Study1","S",2579,0,2008,"CHILD",100,100
"5aeabf2c15a9c300011acbc3",5,"JOL Version A","BABY","CHILD","Study1","S",1947,60,3586,"small",20,0
"5b8aead9bfaebb0001e18e24",5,"JOL Version A","BABY","CHILD","Study1","S",3618,45,4438,"Child",100,100
"5cbc19c1ff41f900131b8297",5,"JOL Version A","BABY","CHILD","Study1","S",1805,60,4403,"young",0,0
"5d41caffac956a00012ae959",5,"JOL Version A","BABY","CHILD","Study1","S",4475,95,2714,"child",100,100
"5d74125de8351c0001f3fb28",5,"JOL Version A","BABY","CHILD","Study1","S",3613,40,2869,"child",100,100
