Item,Trial Type,Max Time,Min Time,Text,Procedure Notes,Shuffle
0,Instruct,-,5,"In this section, you will be presented with a series of word pairs.",Initial_Instruct,Instruct1
0,Instruct,-,5,"As you study, you will be asked to rate your ability to remember the second item in the pair if you were only shown the first at test. You will make these ratings using a 0 to 100 Scale.",,Instruct13
0,Instruct,-,10,"For  example, if you are given the pair CAT - DOG, a rating of 0 indicates that you would not remember DOG at test, while a rating of 100 indicates full certainty that you would remember the word DOG at test.",,Instruct14
0,Instruct,-,10,"When making your ratings, it is criticial that you use the full range of the scale. You will be disqualified for only giving ratings of 0 or 100! After making your rating, press Enter to advance to the next pair.",,Instruct15
0,Instruct,User,-,You will now begin the study. Press Enter when you are ready to begin.,,Instruct16
2,JOL,User,-,,Study/JOL,BUFFER
3,JOL,User,-,,Study/JOL,BUFFER
4,JOL,User,-,,Study/JOL,BUFFER
5,JOL,User,-,,Study/JOL,BUFFER
6,JOL,User,-,,Study/JOL,BUFFER
7,JOL,User,-,,Study/JOL,Study Phase
8,JOL,User,-,,Study/JOL,Study Phase
9,JOL,User,-,,Study/JOL,Study Phase
10,JOL,User,-,,Study/JOL,Study Phase
11,JOL,User,-,,Study/JOL,Study Phase
12,JOL,User,-,,Study/JOL,Study Phase
13,JOL,User,-,,Study/JOL,Study Phase
14,JOL,User,-,,Study/JOL,Study Phase
15,JOL,User,-,,Study/JOL,Study Phase
16,JOL,User,-,,Study/JOL,Study Phase
17,JOL,User,-,,Study/JOL,Study Phase
18,JOL,User,-,,Study/JOL,Study Phase
19,JOL,User,-,,Study/JOL,Study Phase
20,JOL,User,-,,Study/JOL,Study Phase
21,JOL,User,-,,Study/JOL,Study Phase
22,JOL,User,-,,Study/JOL,Study Phase
23,JOL,User,-,,Study/JOL,Study Phase
24,JOL,User,-,,Study/JOL,Study Phase
25,JOL,User,-,,Study/JOL,Study Phase
26,JOL,User,-,,Study/JOL,Study Phase
27,JOL,User,-,,Study/JOL,Study Phase
28,JOL,User,-,,Study/JOL,Study Phase
29,JOL,User,-,,Study/JOL,Study Phase
30,JOL,User,-,,Study/JOL,Study Phase
31,JOL,User,-,,Study/JOL,Study Phase
32,JOL,User,-,,Study/JOL,Study Phase
