"Username","B","F","S","U"
"5789f5c6fa4465000113ecb2",16.6666666666667,77.7777777777778,42.8571428571429,0
"58c1886c3977190001f53ec8",18.75,53.3333333333333,70.8333333333333,12
"59860c81d75d360001b0bd95",63.6363636363636,93.75,75,5.55555555555556
"5ac69733a3ba7a0001b4b75b",44.4444444444444,80.9523809523809,72.2222222222222,21.7391304347826
"5b82e33f184f45000155f0ba",68.75,85.7142857142857,91.6666666666667,15.7894736842105
"5bd60bf95f437a0001a2c6c6",10,66.6666666666667,37.5,3.84615384615385
"5bd752879f75f90001d1d2d4",7.69230769230769,75,50,0
"5be1c6db93cab6000123baf9",41.1764705882353,95,63.6363636363636,4.76190476190476
"5be8bde6598a35000108e15f",60,86.9565217391304,75,9.52380952380952
"5c2b9ce5b337310001996c05",38.8888888888889,71.4285714285714,40,4.76190476190476
"5c3a7c75a882e900016ba262",75,80.9523809523809,77.7777777777778,42.8571428571429
"5c5cad3e4ee81200018eafe2",82.3529411764706,100,95.4545454545455,9.09090909090909
"5d470786da637a00014ba26f",43.75,88.4615384615385,80.9523809523809,29.4117647058824
"5d6599014b0dbf0019537cb8",21.4285714285714,86.3636363636364,68.4210526315789,8
"5d86c09df681a1001a8dddc8",38.0952380952381,35,42.1052631578947,5
"5d9c8a8033801b00145a6803",60,69.5652173913043,75,3.84615384615385
"5db0cfa9c2978c001923d74d",52.1739130434783,50,42.1052631578947,14.2857142857143
"5dbb1f4a55b86212a3d2ff9f",15.3846153846154,65,47.8260869565217,4.16666666666667
"5e201890d6b7e131dd2bb2dd",13.3333333333333,75,56,5
"5e7c24a595fdc12680699da8",45,62.5,53.8461538461538,4.34782608695652
"5e948aa20c949c2fff20eabf",26.3157894736842,75,55,11.7647058823529
"5ead5e32f32e3b3dd328e5ef",5.88235294117647,25,37.5,4.34782608695652
"5eb2695f1745801c7c919e35",41.6666666666667,80.9523809523809,62.5,15.7894736842105
"5ebd3dae8c3ef3000b5b1b2d",33.3333333333333,83.3333333333333,72.7272727272727,5.26315789473684
"5ec6f09028a33512eebf7bf6",19.047619047619,41.1764705882353,33.3333333333333,0
"5ed225b7b49d48185e9e56ae",10,56.5217391304348,57.8947368421053,0
"5ed8162f9883863100f36190",26.9230769230769,58.8235294117647,61.1111111111111,10.5263157894737
"5ede2531cff15e047a4e356e",16.6666666666667,65,50,0
"5ee44df5a493ae14ce39c8de",47.0588235294118,73.9130434782609,77.7777777777778,9.09090909090909
"5ee65bebdde4ef3c586e6554",15.7894736842105,40.9090909090909,47.0588235294118,4.54545454545455
"5ee67cb8822fce3f8330af0f",13.6363636363636,58.8235294117647,61.1111111111111,4.34782608695652
"5eeede4c6ee5493a05b26967",15.7894736842105,66.6666666666667,55,26.0869565217391
"5ef695acd994c4392445cce9",70.5882352941177,90,85,30.4347826086957
"5efb2af24cee7804cac1249c",15.3846153846154,26.6666666666667,64.7058823529412,0
"5f0c33a605481902af533527",21.4285714285714,90,60,4.76190476190476
"5f0c7dcc324f8b0ca60380f6",35.2941176470588,40.9090909090909,27.2727272727273,5.26315789473684
"5f0f472c3d324f0d536ece57",60,85.7142857142857,84.2105263157895,25
"5f1052ee7e2e472c3723c782",36.3636363636364,73.6842105263158,84.2105263157895,15
"5f105e08aeef1d2db59c00ef@email.prolific.co",13.3333333333333,12.5,14.2857142857143,0
"5f112fca114b6a31c9698a4b",17.6470588235294,60,63.1578947368421,10.5263157894737
"w10015293_bnp",13.6363636363636,73.3333333333333,40,0
