"Username","B","F","S","U"
"5789f5c6fa4465000113ecb2",22.7272727272727,50,42.1052631578947,0
"58c1886c3977190001f53ec8",33.3333333333333,84,62.5,6.66666666666667
"59860c81d75d360001b0bd95",44.4444444444444,75,81.25,22.7272727272727
"5ac69733a3ba7a0001b4b75b",31.8181818181818,84.2105263157895,77.2727272727273,17.6470588235294
"5b82e33f184f45000155f0ba",62.5,94.7368421052632,68.75,19.047619047619
"5bd60bf95f437a0001a2c6c6",15,54.5454545454545,37.5,0
"5bd752879f75f90001d1d2d4",14.8148148148148,62.5,38.8888888888889,0
"5be1c6db93cab6000123baf9",39.1304347826087,70,66.6666666666667,5.26315789473684
"5be8bde6598a35000108e15f",55,76.4705882352941,83.3333333333333,21.0526315789474
"5c2b9ce5b337310001996c05",27.2727272727273,42.1052631578947,55,5.26315789473684
"5c3a7c75a882e900016ba262",60,94.7368421052632,86.3636363636364,47.3684210526316
"5c5cad3e4ee81200018eafe2",82.6086956521739,100,83.3333333333333,16.6666666666667
"5d470786da637a00014ba26f",66.6666666666667,85.7142857142857,73.6842105263158,26.0869565217391
"5d6599014b0dbf0019537cb8",38.4615384615385,83.3333333333333,61.9047619047619,13.3333333333333
"5d86c09df681a1001a8dddc8",31.5789473684211,55,47.6190476190476,10
"5d9c8a8033801b00145a6803",56,76.4705882352941,62.5,0
"5db0cfa9c2978c001923d74d",17.6470588235294,68.75,52.3809523809524,3.84615384615385
"5dbb1f4a55b86212a3d2ff9f",11.1111111111111,40,35.2941176470588,12.5
"5e201890d6b7e131dd2bb2dd",52,65,60,0
"5e7c24a595fdc12680699da8",25,62.5,51.8518518518519,0
"5e948aa20c949c2fff20eabf",23.8095238095238,75,75,13.0434782608696
"5ead5e32f32e3b3dd328e5ef",21.7391304347826,37.5,20.8333333333333,5.88235294117647
"5eb2695f1745801c7c919e35",50,68.4210526315789,66.6666666666667,4.76190476190476
"5ebd3dae8c3ef3000b5b1b2d",20,56.25,44.4444444444444,9.52380952380952
"5ec6f09028a33512eebf7bf6",15.7894736842105,60.8695652173913,36.8421052631579,10.5263157894737
"5ed225b7b49d48185e9e56ae",25,70.5882352941177,33.3333333333333,4.54545454545455
"5ed8162f9883863100f36190",14.2857142857143,47.8260869565217,54.5454545454545,19.047619047619
"5ede2531cff15e047a4e356e",4.54545454545455,60,44.4444444444444,0
"5ee44df5a493ae14ce39c8de",39.1304347826087,70.5882352941177,63.6363636363636,11.1111111111111
"5ee65bebdde4ef3c586e6554",19.047619047619,38.8888888888889,43.4782608695652,0
"5ee67cb8822fce3f8330af0f",11.1111111111111,47.8260869565217,45.4545454545455,0
"5eeede4c6ee5493a05b26967",23.8095238095238,77.2727272727273,55,11.7647058823529
"5ef695acd994c4392445cce9",43.4782608695652,85,60,11.7647058823529
"5efb2af24cee7804cac1249c",21.4285714285714,48,43.4782608695652,5.55555555555556
"5f0c33a605481902af533527",26.9230769230769,65,53.3333333333333,0
"5f0c7dcc324f8b0ca60380f6",4.34782608695652,55.5555555555556,44.4444444444444,4.76190476190476
"5f0f472c3d324f0d536ece57",50,94.7368421052632,85.7142857142857,30
"5f1052ee7e2e472c3723c782",38.8888888888889,80.9523809523809,80.9523809523809,5
"5f105e08aeef1d2db59c00ef@email.prolific.co",0,12.5,5.26315789473684,0
"5f112fca114b6a31c9698a4b",21.7391304347826,46.6666666666667,52.3809523809524,4.76190476190476
"w10015293_bnp",11.1111111111111,68,45,5.88235294117647
